28248	23838	19186	11141	9008	8154	6399	5384	4757	3992	3489	3066	2723	1856	1201	899	825	681	420	229	77	30	0
29719	25071	20019	11201	9267	8238	6955	5858	4922	4029	3355	2991	2692	2090	1540	1180	1060	870	532	271	98	39	0
31075	26215	20508	11429	9919	8968	7201	6212	5083	4098	3257	2958	2663	2204	1776	1437	1240	1003	612	315	124	54	0
32376	27279	21190	11913	10245	9208	7321	6399	5162	4132	3186	2907	2639	2230	1858	1551	1310	1085	693	368	153	70	0
33684	28306	22359	12695	10581	9306	7407	6209	5291	4141	3175	2896	2637	2259	1927	1651	1401	1178	772	423	186	86	0
34756	29261	23302	14018	11114	9598	7526	6332	5399	4190	3180	2913	2652	2287	1985	1728	1482	1263	850	478	220	103	0
35781	30153	24141	14945	11567	9948	7751	6496	5481	4230	3246	2935	2666	2319	2029	1797	1560	1342	927	534	254	121	0
36804	30962	24952	15581	12151	10333	8027	6828	5588	4307	3294	2939	2682	2361	2077	1864	1632	1416	997	588	288	139	0
38036	31979	25663	16185	12686	10753	8176	6845	5700	4370	3351	2947	2697	2398	2127	1918	1695	1480	1060	631	315	153	0
39197	33017	26712	17016	13200	11107	8256	6896	5794	4485	3389	3069	2734	2442	2177	1967	1751	1540	1120	672	342	166	0
7347	6383	5570	4657	4175	3535	2776	2159	1820	1320	940	678	492	377	318	291	269	254	231	220	193	145	0
7700	6956	6204	5406	4891	4169	3412	2702	2473	1966	1607	1351	1179	1068	933	770	723	706	586	522	369	282	0
8581	7702	6906	5824	5173	4600	4000	3609	3069	2549	2380	2216	2087	1949	1798	1700	1652	1541	1280	1078	708	501	0
10093	8830	7796	6476	5710	4793	4140	4013	3901	3685	3471	3372	3276	3172	2993	2871	2766	2594	1727	1302	815	514	0
12148	10478	8103	7200	6004	4837	4259	4124	4063	3995	3980	3953	3938	3790	3678	3579	3537	3445	1564	1067	649	377	0
14675	12510	10033	7775	6255	4896	4378	4337	4228	4200	4162	4083	3997	3851	3810	3473	3291	3102	832	623	322	213	0
17023	14042	11114	8024	6275	4978	4804	4736	4616	4351	4177	4099	3998	3896	3708	3148	2620	1199	636	391	189	128	0
20026	16859	13366	9481	7659	6918	6497	5831	5246	4610	4271	4057	3704	3655	3049	1601	1238	843	315	218	138	75	0
22495	18764	14921	10539	9084	7740	6830	6373	5489	4704	4407	3992	3596	3330	1957	1122	873	624	268	155	90	46	0
24717	20601	16332	11001	9794	8318	7090	6583	5633	4794	4338	3811	3566	2927	1197	1012	823	521	300	149	49	26	0
26264	22053	17370	11532	10209	8496	7195	6673	5671	4871	4244	3718	3325	2007	977	895	701	583	313	168	59	24	0
27894	23473	18245	11516	10075	8480	7278	6704	5714	4887	4229	3597	3109	1924	1223	919	831	690	431	247	80	33	0
29406	24586	18990	11029	9419	8550	7359	6714	5752	4750	4075	3520	3031	2210	1620	1230	1090	890	545	300	101	40	0
30773	25743	19791	11226	9952	9143	7572	6924	5778	4571	3881	3430	2986	2349	1805	1456	1249	1030	629	331	122	51	0
31994	26863	20592	12193	10358	9185	7623	6934	5919	4492	3722	3317	2924	2357	1874	1562	1337	1109	703	372	146	64	0
33271	27872	21588	13122	10898	9280	7551	6744	6006	4590	3694	3272	2887	2358	1938	1664	1428	1200	781	427	173	78	0
34314	28814	22490	14247	11388	9491	7633	6655	6024	4616	3548	3236	2856	2372	2006	1746	1506	1280	856	477	204	95	0
35402	29678	23127	14949	11882	9883	7866	6765	6151	4649	3592	3194	2864	2403	2060	1829	1587	1362	935	530	236	112	0
36417	30478	23637	15247	12338	10051	8088	6875	6185	4676	3617	3231	2818	2445	2122	1909	1670	1445	1008	583	269	129	0
37289	31065	24195	16170	12803	10604	8228	6965	6238	4694	3628	3251	2897	2480	2219	1968	1736	1512	1074	630	291	140	0
38003	31712	25017	17157	13534	11049	8426	6995	6294	4822	3674	3301	2917	2547	2272	2021	1794	1573	1136	668	312	150	0
7060	6243	5413	4622	4189	3713	3173	2594	2165	1704	1302	970	745	587	491	438	380	361	323	317	232	170	0
7497	6756	6040	5351	4927	4460	3982	3450	3005	2552	2160	1834	1613	1447	1331	1209	1089	1069	924	845	658	373	0
8767	7820	7040	6207	5946	5556	5241	4757	4071	3657	3326	3072	2933	2801	2599	2487	2393	2313	1996	1720	1123	594	0
9784	8590	7775	7108	6722	6403	6064	5659	5220	4908	4646	4362	4026	3725	3563	3475	3375	3276	2998	2266	1252	690	0
11464	9687	8430	7528	6977	6611	6260	6084	5540	5280	4924	4584	4373	4197	4076	3929	3828	3695	3362	1898	1109	609	0
13730	11557	9579	7868	7076	6656	6388	6097	5696	5338	5083	4870	4700	4590	4478	4396	4033	3811	1948	1194	700	229	0
16027	13171	10583	7982	7118	6692	6371	6185	5781	5417	5197	5083	4992	4961	4792	4196	3311	2751	1260	597	359	174	0
18947	15537	12233	9416	8215	7670	7342	6660	6095	5463	5141	4871	4766	4524	4389	2926	1903	897	512	288	163	97	0
21106	17297	13588	10513	9584	8982	8305	7261	6199	5406	4996	4595	4283	3824	3026	1357	1172	682	418	196	97	60	0
23353	19098	14933	11161	10279	8996	8116	7196	5976	5302	4856	4552	3943	3328	1613	1237	958	556	313	157	53	29	0
25197	20509	15816	11602	10578	8792	7549	7112	5860	5169	4798	4483	3798	2570	1185	1020	731	594	331	172	59	27	0
26816	21723	16526	11317	10169	8672	7475	7057	5794	5042	4687	4310	3476	2403	1342	979	839	697	442	254	83	36	0
28328	22765	16902	10802	9806	8752	7542	7103	5878	4951	4485	3868	3301	2367	1642	1318	1147	996	606	318	104	40	0
29717	23920	17644	10857	9984	8899	7663	7149	5913	4875	4223	3760	3206	2375	1758	1445	1258	1062	653	340	119	47	0
30638	24767	18164	11811	10290	9037	7624	7195	5997	4789	4069	3605	3089	2389	1803	1545	1346	1131	712	390	134	56	0
32102	25866	18832	12769	10862	9069	7652	7041	6021	4783	3970	3532	3006	2379	1897	1647	1440	1212	781	412	153	67	0
33085	26751	19986	13576	11244	9316	7681	6987	6065	4800	3812	3481	2959	2391	1992	1742	1516	1287	848	452	177	80	0
34156	27592	20946	14138	11703	9812	7927	6933	6099	4851	3728	3431	2947	2452	2094	1842	1602	1371	928	499	205	95	0
35131	28383	21563	14625	12253	10016	8186	6988	6134	4932	3753	3344	2933	2513	2190	1935	1692	1458	1006	551	233	110	0
35897	29010	22130	15499	12704	10558	8396	7041	6198	5027	3844	3322	2983	2581	2286	2013	1767	1530	1073	599	247	118	0
36663	29609	22628	16442	13306	10940	8676	7070	6292	5167	3886	3403	3098	2696	2363	2077	1827	1595	1134	633	259	122	0
6741	6001	5272	4593	4213	3873	3447	2943	2431	1979	1551	1181	929	741	615	539	482	443	396	350	247	178	0
7222	6535	5910	5303	4961	4653	4297	3850	3325	2890	2482	2126	1884	1693	1549	1449	1361	1333	1219	1105	704	429	0
8514	7599	6831	6315	6057	5809	5525	5121	4495	3921	3575	3415	3262	3171	3010	2948	2926	2771	2483	2059	1204	672	0
9536	8324	7523	7171	7064	6874	6780	6474	6115	5666	5165	4849	4508	4218	3971	3752	3545	3485	3140	2620	1630	893	0
10708	9149	8018	7426	7188	7073	6950	6649	6453	5959	5439	5061	4767	4432	4259	4150	3967	3742	3589	2645	1604	956	0
12850	10680	8910	7794	7444	7249	7010	6753	6553	6159	5644	5287	4988	4677	4591	4477	4271	3926	3069	1951	930	382	0
14637	12105	9835	7934	7668	7280	7085	6777	6547	6178	5762	5420	5207	4928	4690	4459	3879	3581	2405	1146	587	270	0
17032	14038	11355	9127	8517	8118	7806	7186	6517	6030	5546	5170	4998	4699	4281	3622	3030	2756	755	656	256	139	0
18967	15630	12632	10069	9300	8626	8094	7373	6337	5718	5192	4738	4342	3782	3448	2612	1739	938	499	279	115	82	0
21002	17244	13569	10901	9793	8745	7997	7221	6085	5432	4993	4483	3959	3547	2900	1819	978	657	342	169	63	39	0
22678	18551	14553	11208	10022	8672	7642	6860	5771	5187	4839	4355	3698	3152	2289	1188	774	578	348	179	63	32	0
24225	19619	15027	10936	9909	8471	7428	6681	5567	5023	4646	4230	3567	2745	1684	1107	859	717	458	268	92	39	0
25515	20591	15544	10471	9773	8428	7236	6508	5489	4877	4475	3897	3404	2484	1609	1338	1175	1004	625	334	110	41	0
26660	21487	15956	10512	9920	8426	7206	6588	5452	4690	4299	3747	3179	2366	1680	1410	1235	1079	668	355	119	47	0
27501	22290	16371	11621	10005	8768	7328	6696	5395	4583	4141	3624	3095	2314	1740	1498	1329	1142	717	382	131	54	0
28809	23183	17231	12402	10644	8980	7486	6632	5297	4509	3993	3593	3009	2318	1828	1606	1429	1215	781	400	147	63	0
29772	24039	18048	13154	11082	9224	7628	6695	5194	4444	3860	3543	2963	2333	1936	1719	1506	1282	839	434	168	75	0
30660	24751	18858	13660	11303	9721	7856	6714	5329	4555	3791	3514	2974	2439	2068	1835	1598	1364	917	479	194	89	0
31524	25478	19488	14216	11986	10000	8174	6762	5540	4605	3787	3398	2974	2535	2197	1944	1696	1457	999	531	223	104	0
32450	26191	20150	14817	12357	10509	8486	6885	5646	4685	3850	3328	3008	2644	2326	2034	1775	1531	1067	574	239	112	0
33419	26895	20708	15335	12944	10989	8752	6939	5798	4902	3882	3428	3160	2801	2418	2105	1838	1597	1129	605	253	119	0
6044	5513	4986	4500	4239	3976	3666	3277	2677	2242	1808	1417	1154	944	795	694	619	561	456	366	257	191	0
6547	6028	5573	5138	4921	4675	4407	4046	3467	3055	2662	2309	2065	1869	1715	1595	1493	1387	1330	1160	608	385	0
7615	6922	6388	6040	5888	5703	5517	5192	4529	3997	3709	3524	3374	3240	3148	3053	3000	2837	2575	2202	1460	753	0
8492	7453	6937	6709	6623	6510	6401	6207	5915	5395	4980	4709	4502	4302	3938	3662	3502	3255	2890	2511	1670	989	0
9226	7886	7222	6839	6746	6655	6577	6460	6113	5594	5196	4866	4637	4339	4140	3882	3686	3517	3085	2490	1880	1104	0
10677	9042	7794	7085	6908	6789	6666	6491	6126	5749	5213	4906	4675	4350	4160	3851	3574	3330	2760	2380	1519	814	0
12213	10204	8466	7447	7095	6989	6834	6568	6028	5726	5182	4796	4545	4194	3883	3496	3281	2974	2476	1683	690	379	0
14030	11668	9617	8115	7597	7296	7024	6470	5710	5375	4875	4438	4167	3795	3357	2941	2531	2290	914	592	393	200	0
15633	12936	10401	8530	7889	7408	6946	6107	5170	4836	4340	3913	3599	3257	2909	2412	1979	1182	638	354	188	130	0
17335	14268	11308	8887	7972	7432	6712	5661	4880	4445	4017	3662	3295	2876	2689	1915	955	651	447	195	99	51	0
18794	15433	12150	9231	8180	7463	6490	5427	4718	4265	3857	3476	3104	2578	2283	1429	708	533	405	179	73	41	0
19936	16374	12894	9768	8306	7477	6368	5026	4484	3984	3644	3312	2932	2394	1781	1164	910	706	513	290	103	42	0
20949	17217	13569	9991	8683	7658	6295	4783	4200	3584	3367	3140	2745	2274	1402	1188	1060	922	593	320	111	44	0
21962	18016	14114	10137	9063	7837	6323	4905	4130	3522	3305	3023	2672	2065	1424	1245	1128	1046	649	346	117	46	0
22867	18766	14525	10880	9540	8183	6486	5030	4103	3487	3287	3017	2684	2024	1455	1329	1224	1112	695	362	124	51	0
23661	19456	15309	11569	10048	8548	6741	5245	4051	3480	3299	3060	2672	2047	1628	1480	1351	1176	743	379	135	57	0
24391	20103	15958	12239	10650	8921	7328	5430	4008	3507	3314	3079	2696	2057	1747	1598	1449	1240	793	405	152	67	0
25098	20718	16511	12734	10892	9511	7643	5637	4183	3523	3357	3128	2771	2258	1947	1783	1549	1314	855	437	172	78	0
25860	21312	16907	13189	11608	9908	7949	5781	4373	3553	3386	3182	2857	2430	2136	1893	1639	1396	926	482	197	91	0
26597	21982	17360	13563	11914	10298	8281	6006	4572	3786	3444	3201	2944	2603	2250	1988	1716	1466	990	512	211	98	0
27254	22428	17865	13912	12316	10851	8676	6217	4805	4010	3629	3362	3178	2817	2409	2068	1783	1533	1052	543	225	105	0
5445	5059	4676	4323	4139	3937	3677	3322	2696	2256	1848	1479	1243	1036	891	778	692	621	525	389	267	209	0
5919	5536	5191	4863	4698	4520	4306	3998	3399	2986	2624	2264	2042	1859	1712	1588	1477	1366	1151	1010	473	325	0
6912	6301	5871	5584	5462	5261	5095	4849	4271	3776	3499	3290	3142	3034	2906	2850	2651	2486	2123	1673	1205	768	0
7445	6709	6259	6020	5914	5761	5662	5495	5182	4752	4464	4070	3764	3611	3417	3250	3028	2738	2286	1994	1408	869	0
7842	6895	6435	6188	5996	5931	5818	5672	5408	4922	4521	4196	3989	3812	3602	3459	3221	2905	2482	1985	1547	869	0
9129	7841	6867	6263	6154	5998	5895	5776	5430	4987	4538	4131	3918	3709	3464	3327	3118	2770	2312	1904	1400	742	0
10186	8774	7390	6532	6313	6276	6162	5864	5366	4920	4399	3935	3723	3447	3112	2864	2713	2432	2085	767	506	341	0
11920	10072	8460	7262	6915	6647	6308	5729	5059	4561	4039	3612	3279	2991	2698	2490	2264	1591	599	372	318	191	0
13294	11209	9172	7557	7279	6769	6187	5327	4570	4020	3552	3174	2864	2566	2353	1919	1406	793	483	267	197	134	0
14680	12245	9774	7920	7382	6765	5895	4977	4178	3639	3207	2867	2552	2211	1941	1487	813	521	342	177	103	58	0
15871	13214	10463	8259	7522	6778	5785	4761	3971	3366	3014	2640	2333	2111	1685	951	493	429	307	157	77	43	0
16889	14072	11223	8783	7744	6972	5738	4518	3739	3127	2816	2482	2188	1798	1357	851	631	531	388	224	96	44	0
17783	14824	11868	9277	8077	7118	5593	4226	3539	2855	2616	2362	2104	1710	1251	957	789	681	444	255	99	44	0
18619	15498	12439	9619	8281	7208	5381	4156	3422	2650	2472	2268	2057	1647	1239	1006	867	779	487	266	102	45	0
19434	16132	12870	10084	8686	7415	5486	4350	3409	2611	2486	2251	2040	1619	1279	1052	950	854	526	277	106	47	0
20138	16733	13579	10563	9272	7844	6153	4649	3405	2688	2460	2325	2076	1662	1397	1217	1065	933	576	298	115	52	0
20703	17309	14047	11354	9947	8657	6697	4756	3417	2725	2487	2353	2087	1697	1476	1339	1184	1018	637	327	131	60	0
21284	17855	14610	11951	10355	9156	7135	4905	3437	2733	2525	2442	2241	1938	1688	1515	1303	1103	702	360	149	69	0
21889	18357	15013	12260	10817	9456	7309	4949	3504	2872	2648	2499	2348	2094	1852	1615	1393	1182	771	401	170	80	0
22505	18841	15385	12539	11244	9779	7455	5004	3629	3017	2792	2596	2488	2263	2039	1776	1504	1264	838	433	182	86	0
23064	19305	15794	12917	11519	10059	7792	5163	3777	3222	3120	3063	2927	2605	2282	1893	1592	1345	904	463	193	91	0
4624	4375	4128	3896	3774	3627	3426	3122	2501	2018	1664	1365	1208	1041	910	809	734	677	582	404	244	205	0
5040	4787	4542	4302	4182	4042	3857	3586	2977	2514	2217	1984	1824	1678	1583	1501	1402	1250	1018	758	386	281	0
5711	5424	5083	4812	4696	4507	4371	4158	3699	3259	2970	2830	2654	2505	2354	2059	1840	1620	1293	999	668	467	0
6240	5751	5329	5036	4934	4777	4690	4523	4197	3777	3361	3136	2994	2803	2635	2398	2250	1922	1707	1267	915	505	0
6422	5774	5441	5059	4945	4837	4744	4583	4328	3920	3461	3206	3005	2804	2640	2386	2147	1830	1528	1203	806	431	0
7259	6426	5740	5233	5035	4842	4761	4501	4263	3879	3404	3093	2879	2640	2443	2071	1760	1455	1080	713	347	238	0
8156	7090	6125	5478	5179	4985	4762	4439	4149	3793	3295	2886	2595	2280	1986	1783	1465	1183	356	156	108	105	0
9449	8185	7053	6227	5689	5217	4781	4311	3892	3446	2977	2526	2095	1865	1547	1203	378	295	176	79	59	51	0
10490	8949	7655	6479	5965	5398	4762	4131	3467	2960	2452	2020	1708	1191	1054	393	247	183	125	65	50	46	0
11536	9833	8292	6889	6216	5619	4784	4013	3282	2691	2188	1776	1469	1177	738	342	288	182	140	80	54	39	0
12449	10561	8790	7196	6491	5789	4822	3893	3116	2432	1939	1580	1354	998	675	396	337	232	176	98	50	32	0
13181	11191	9261	7712	6887	6007	4842	3862	2998	2277	1809	1526	1314	1076	775	528	406	365	254	131	75	38	0
13882	11788	9761	8080	7079	6163	4875	3813	2936	2079	1704	1521	1251	1153	881	694	525	445	299	153	76	39	0
14555	12363	10227	8450	7344	6374	4885	3798	2877	2027	1709	1562	1331	1279	1048	763	611	513	342	174	81	40	0
15087	12776	10637	8882	7723	6804	4955	3928	2889	2082	1715	1608	1460	1314	1073	832	683	575	395	200	87	42	0
15617	13257	11054	9422	8279	7203	5517	4119	2942	2106	1824	1763	1638	1478	1261	964	822	681	453	231	96	45	0
16191	13799	11553	9797	8723	7611	5821	4226	3014	2189	1975	1867	1723	1539	1323	1109	963	816	526	267	111	52	0
16692	14162	11890	10082	9097	7925	5990	4326	3023	2297	2073	2020	1843	1697	1500	1314	1098	923	595	305	129	60	0
17149	14598	12284	10292	9215	8047	6128	4397	3082	2339	2209	2103	2006	1850	1618	1394	1179	1004	658	343	147	70	0
17628	15027	12656	10529	9450	8245	6145	4440	3190	2370	2320	2190	2170	2000	1740	1491	1270	1084	719	373	159	75	0
18123	15428	12988	10706	9587	8466	6263	4626	3587	3056	2981	2800	2700	2347	2006	1665	1403	1174	781	402	170	80	0
4070	3883	3698	3525	3433	3322	3163	2914	2391	1936	1606	1334	1173	1026	909	814	745	694	588	397	225	141	0
4436	4247	4061	3869	3770	3658	3506	3285	2784	2367	2081	1857	1694	1565	1498	1357	1200	1087	867	667	381	242	0
5023	4806	4538	4290	4171	3983	3844	3645	3267	2878	2711	2500	2257	2069	1905	1622	1460	1290	977	772	446	301	0
5366	5081	4741	4434	4269	4138	3950	3838	3516	3199	2912	2701	2467	2285	2108	1940	1830	1630	1250	840	500	316	0
5647	5188	4869	4445	4298	4131	3988	3819	3555	3240	2951	2724	2500	2310	2160	1875	1678	1474	1011	423	296	205	0
6233	5596	5072	4528	4310	4067	3904	3659	3418	3067	2773	2526	2277	2039	1798	1396	1180	989	312	251	211	131	0
7031	6267	5500	4700	4430	4100	3855	3447	3243	2878	2516	2291	1905	1640	1420	1073	920	310	214	118	78	76	0
8214	7105	6221	5242	4662	4271	3813	3405	2952	2526	2112	1723	1389	1096	918	377	315	205	105	41	39	36	0
8959	7711	6598	5472	4982	4417	3841	3375	2830	2300	1816	1410	1109	911	385	119	110	77	71	50	37	31	0
9851	8471	7225	5977	5407	4720	3900	3367	2739	2119	1603	1215	971	753	293	172	139	119	99	59	40	27	0
10436	9128	7655	6409	5706	4923	3949	3364	2690	1985	1492	1101	889	689	354	300	245	195	154	81	45	26	0
11000	9572	7966	6675	5958	5076	4002	3360	2680	1910	1409	1138	922	772	414	404	329	294	221	109	66	35	0
11291	9879	8449	7028	6239	5226	4061	3326	2680	1904	1456	1244	1077	923	693	586	454	361	251	131	70	36	0
11695	10442	8797	7329	6398	5397	4163	3353	2698	1927	1529	1383	1174	1097	862	685	539	418	294	154	75	38	0
12117	10856	9117	7579	6726	5903	4418	3478	2772	2010	1637	1431	1254	1154	921	726	573	465	341	183	82	40	0
12466	11071	9431	7831	7005	6089	4517	3728	2908	2140	1867	1621	1469	1345	1105	909	704	564	401	214	91	43	0
13176	11559	9782	8050	7166	6225	4603	3885	3060	2229	1986	1781	1627	1472	1254	1065	868	721	483	252	105	49	0
14034	12051	10061	8249	7390	6426	4668	3941	3128	2355	2150	1949	1811	1623	1447	1220	1023	852	558	290	122	57	0
14607	12508	10487	8532	7609	6605	4731	4011	3192	2432	2217	2093	1955	1730	1554	1342	1126	945	622	326	140	66	0
14975	12908	10907	8703	7863	6710	4821	4080	3250	2490	2284	2170	2077	1921	1676	1441	1227	1034	683	355	152	72	0
15432	13298	11407	8898	8033	6904	4932	4219	3398	2827	2737	2527	2420	2168	1912	1606	1370	1142	749	384	162	76	0
3505	3372	3240	3113	3046	2965	2846	2654	2242	1848	1544	1296	1129	992	884	799	736	691	585	384	202	113	0
3808	3676	3552	3413	3338	3250	3129	2951	2557	2195	1919	1710	1527	1363	1230	1114	1035	930	790	565	310	185	0
4244	4060	3897	3721	3617	3500	3371	3206	2909	2586	2280	1961	1791	1575	1469	1262	1193	1023	811	595	342	204	0
4479	4268	4074	3858	3727	3586	3448	3301	2996	2701	2358	2100	1970	1756	1651	1481	1308	1143	842	615	347	217	0
4680	4404	4184	3876	3713	3545	3401	3249	3001	2641	2373	2089	1825	1559	1422	1273	1087	1017	319	298	192	119	0
5155	4929	4487	3917	3666	3417	3241	3056	2841	2505	2177	1849	1591	1332	1131	885	769	502	265	135	79	77	0
6001	5588	4980	4089	3670	3378	3049	2693	2399	2051	1731	1466	1244	1017	854	745	649	295	224	102	67	49	0
6787	6145	5185	4364	3798	3406	3003	2583	2218	1807	1498	1200	971	765	555	196	180	138	119	53	43	34	0
7188	6465	5394	4496	3995	3628	3201	2686	2221	1751	1444	1121	879	603	419	176	125	108	93	58	41	26	0
7630	6781	5886	4902	4465	4006	3295	2832	2224	1773	1391	1024	831	564	312	213	139	119	102	62	42	27	0
7824	7031	6139	5394	4701	4236	3320	2894	2333	1831	1396	1082	865	604	318	275	237	201	146	80	47	31	0
8111	7338	6268	5532	4884	4356	3417	2963	2433	1897	1444	1140	927	710	491	420	340	281	200	108	61	32	0
